Mod:Item:MetaData, Localized Name
harvestcraft:pumpkincheesecakeitem, Pumpkin Cheese Cake
harvestcraft:pavlovaitem, Pavlova
harvestcraft:lamingtonitem, Lamington
harvestcraft:cheesecakeitem, Cheese Cake
harvestcraft:cherrycheesecakeitem, Cherry Cheese Cake
harvestcraft:pineappleupsidedowncakeitem, Pineapple Upside Down Cake
harvestcraft:chocolatesprinklecakeitem, Chocolate Sprinkles Cake
harvestcraft:redvelvetcakeitem, Red Velvet Cake
harvestcraft:baconcheeseburgeritem, Bacon Cheeseburger
harvestcraft:deluxecheeseburgeritem, Deluxe Cheeseburger
harvestcraft:beansontoastitem, Beans on Toast
harvestcraft:meatpieitem, Meat Pie
harvestcraft:chikorollitem, Chiko Roll
harvestcraft:spinachpieitem, Spinach Pie
harvestcraft:coleslawburgeritem, Coleslaw Burger
harvestcraft:hotandsoursoupitem, Hot and Sour Soup
harvestcraft:patreonpieitem, Patreon Pie
harvestcraft:chilidogitem, Chili Dog
harvestcraft:tunafishsandwichitem, Tunafish Sandwich
harvestcraft:clamchowderitem, Clam Chowder
harvestcraft:breakfastburritoitem, Breakfast Burrito
harvestcraft:chipsandsalsaitem, Chips and Salsa
harvestcraft:crawfishetoufeeitem, Crawfish Etoufee
harvestcraft:saucedlambkebabitem, Sauced Lamb Kebab
harvestcraft:cantonesenoodlesitem, Cantonese Noodles
harvestcraft:dangoitem, Dango
harvestcraft:takoyakiitem, Takoyaki
harvestcraft:groiledcheesesandwichitem, Groiled Cheese Sandwich
harvestcraft:cheesesteakitem, Cheesesteak
harvestcraft:swedishmeatballsitem, Swedish Meatballs
harvestcraft:buttertartitem, Butter Tart
harvestcraft:battenbergitem, Battenberg
harvestcraft:slawdogitem, Slaw Dog
harvestcraft:rivermudcakeitem, River Mud Cake
harvestcraft:fruitcakeitem, Fruit Cake
harvestcraft:springfieldcashewchickenitem, Springfield Cashew Chicken
harvestcraft:enchiladaitem, Enchilada
harvestcraft:pizzaitem, Pizza
harvestcraft:onionsoupitem, Onion Soup
harvestcraft:baconmushroomburgeritem, Bacon Mushroom Burger
harvestcraft:toadintheholeitem, Toad in the Hole
harvestcraft:homestylelunchitem, Homestyle Lunch
harvestcraft:montecristosandwichitem, Monte Cristo Sandwich
harvestcraft:mobsoupitem, Mob Soup
harvestcraft:randomtacoitem, Random Taco
harvestcraft:hamsweetpicklesandwichitem, Ham & Sweet Pickle Sandwich
harvestcraft:toastedwesternitem, Toasted Western
harvestcraft:eggsbenedictitem, Eggs Benedict
harvestcraft:glisteningsaladitem, Glistening Salad
harvestcraft:meatloafsandwichitem, Meatloaf Sandwich
harvestcraft:mashedpotatoeschickenbiscuititem, Mashed Potatoes and Chicken Biscuit
harvestcraft:cassouletitem, Cassoulet
harvestcraft:bratwurstitem, Bratwurst
harvestcraft:chickenbiscuititem, Chicken Biscuit
harvestcraft:epicbltitem, Epic BLT
harvestcraft:kohlundpinkelitem, Kohl und Pinkel
harvestcraft:beetburgeritem, Beet Burger
harvestcraft:anchovypepperonipizzaitem, Anchovy Pepperoni Pizza
harvestcraft:spaghettidinneritem, Spaghetti Dinner
harvestcraft:gumboitem, Gumbo
harvestcraft:jambalayaitem, Jambalaya
harvestcraft:supremepizzaitem, Supreme Pizza
harvestcraft:bbqplatteritem, BBQ Platter
harvestcraft:chickenandwafflesitem, Chicken and Waffles
harvestcraft:gourmetporkburgeritem, Gourmet Pork Burger
harvestcraft:bbqchickenbiscuititem, BBQ Chicken Biscuit
harvestcraft:delightedmealitem, Delighted Meal
harvestcraft:heartybreakfastitem, Hearty Breakfast
harvestcraft:mcpamitem, McPam
harvestcraft:deluxenachoesitem, Deluxe Nachos
harvestcraft:gourmetmuttonburgeritem, Gourmet Mutton Burger
harvestcraft:netherstartoastitem, Nether Star on Toast
harvestcraft:paradiseburgeritem, Paradise Burger
harvestcraft:chimichangaitem, Chimichanga
harvestcraft:salisburysteakitem, Salisbury Steak
harvestcraft:ploughmanslunchitem, Ploughman's Lunch
harvestcraft:cornedbeefhashitem, Corned Beef Hash
harvestcraft:bentoboxitem, Bento Box
harvestcraft:friedfeastitem, Fried Feast
harvestcraft:timpanoitem, Timpano
harvestcraft:deluxechickencurryitem, Deluxe Chicken Curry
harvestcraft:weekendpicnicitem, Weekend Picnic
harvestcraft:gourmetbeefburgeritem, Gourmet Beef Burger
harvestcraft:southernstylebreakfastitem, Southern Style Breakfast
harvestcraft:meatfeastpizzaitem, Meat Feast Pizza
harvestcraft:thankfuldinneritem, Thankful Dinner
harvestcraft:koreandinneritem, Korean Dinner
harvestcraft:gourmetvenisonburgeritem, Gourmet Venison Burger
harvestcraft:minerstewitem, Miner's Stew
harvestcraft:cornedbeefbreakfastitem, Corned Beef Breakfast
harvestcraft:queenbeeitem, Queen Bee
harvestcraft:grubitem, Bee Grub
harvestcraft:cookedgrubitem, Cooked Grub
harvestcraft:honeycombitem, Honeycomb
harvestcraft:honeyitem, Honey
harvestcraft:waxcombitem, Waxcomb
harvestcraft:royaljellyitem, Royal Jelly
harvestcraft:beeswaxitem, Pressed Wax
harvestcraft:fruitbaititem, Fruit Bait
harvestcraft:grainbaititem, Grain Bait
harvestcraft:veggiebaititem, Veggie Bait
harvestcraft:fishtrapbaititem, Fish Trap Bait
harvestcraft:cuttingboarditem, Cutting Board
harvestcraft:potitem, Pot
harvestcraft:skilletitem, Skillet
harvestcraft:saucepanitem, Saucepan
harvestcraft:bakewareitem, Bakeware
harvestcraft:mortarandpestleitem, Mortar and Pestle
harvestcraft:mixingbowlitem, Mixing Bowl
harvestcraft:juiceritem, Juicer
harvestcraft:anchovyrawitem, Raw Anchovy
harvestcraft:bassrawitem, Raw Bass
harvestcraft:carprawitem, Raw Carp
harvestcraft:catfishrawitem, Raw Catfish
harvestcraft:charrrawitem, Raw Charr
harvestcraft:clamrawitem, Raw Clam
harvestcraft:crabrawitem, Raw Crab
harvestcraft:crayfishrawitem, Raw Crayfish
harvestcraft:eelrawitem, Raw Eel
harvestcraft:frograwitem, Raw Frog
harvestcraft:grouperrawitem, Raw Grouper
harvestcraft:herringrawitem, Raw Herring
harvestcraft:jellyfishrawitem, Raw Jellyfish
harvestcraft:mudfishrawitem, Raw Mudfish
harvestcraft:octopusrawitem, Raw Octopus
harvestcraft:perchrawitem, Raw Perch
harvestcraft:scalloprawitem, Raw Scallop
harvestcraft:shrimprawitem, Raw Shrimp
harvestcraft:snailrawitem, Raw Snail
harvestcraft:snapperrawitem, Raw Snapper
harvestcraft:tilapiarawitem, Raw Tilapia
harvestcraft:troutrawitem, Raw Trout
harvestcraft:tunarawitem, Raw Tuna
harvestcraft:turtlerawitem, Raw Turtle
harvestcraft:walleyerawitem, Raw Walleye
harvestcraft:greenheartfishitem, Green Heart Fish
harvestcraft:sardinerawitem, Raw Sardine
harvestcraft:musselrawitem, Raw Mussel
harvestcraft:rawtofishitem, Raw Tofish
harvestcraft:oysterrawitem, Raw Oyster
harvestcraft:hardenedleatheritem, Hardened Leather
harvestcraft:hardenedleatherhelmitem, Hardened Leather Helm
harvestcraft:hardenedleatherchestitem, Hardened Leather Chest
harvestcraft:hardenedleatherleggingsitem, Hardened Leather Leggings
harvestcraft:hardenedleatherbootsitem, Hardened Leather Boots
harvestcraft:harvestpumpkinitem, Pumpkin
minecraft:cod, Raw Fish
minecraft:cooked_cod, Cooked Fish
minecraft:salmon, Raw Salmon
minecraft:cooked_salmon, Cooked Salmon
minecraft:clownfish, Clownfish
minecraft:pufferfish, Pufferfish
lycanitesmobs:shadowstonebrick_stairs, Shadowstone Brick Stairs
lycanitesmobs:demonstonebrick_stairs, Demonstone Brick Stairs
lycanitesmobs:sprigganheart, Spriggan Heart
lycanitesmobs:bansheeeye, Banshee Eye
lycanitesmobs:desertstone_stairs, Desertstone Stairs
lycanitesmobs:whirlwindcharge, Whirlwind Charge
lycanitesmobs:searing_taco, Searing Taco
lycanitesmobs:cooked_ika_meat, Cooked Ika Meat
lycanitesmobs:cooked_chupacabra_meat, Cooked Chupacabra Meat
lycanitesmobs:undeadspawn:0, Spawn Undead: Wendigo
lycanitesmobs:undeadspawn:0, Spawn Undead: Amalgalich
lycanitesmobs:undeadspawn:0, Spawn Undead: Geist
lycanitesmobs:undeadspawn:0, Spawn Undead: Ghoul
lycanitesmobs:undeadspawn:0, Spawn Undead: Cryptkeeper
lycanitesmobs:undeadspawn:0, Spawn Undead: Reaper
lycanitesmobs:tropical_curry, Tropical Curry
lycanitesmobs:shadowstonetile_stairs, Shadowstone Tile Stairs
lycanitesmobs:sylphwing, Sylph Wing
lycanitesmobs:battle_burrito, Battle Burrito
lycanitesmobs:shadowstonebrick_fence, Shadowstone Brick Fence
lycanitesmobs:blood_chili, Blood Chili
lycanitesmobs:aberrantstonebrick_wall, Aberrantstone Brick Wall
lycanitesmobs:soulstone_demon, Demon Soulstone
lycanitesmobs:grueclaw, Grue Claw
lycanitesmobs:immunizer, Immunizer
lycanitesmobs:geonachspear, Geonach Spear
lycanitesmobs:halloweentreat, Halloween Treat
lycanitesmobs:frostweb, Frostweb
lycanitesmobs:seashell_maki, Seashell Maki
lycanitesmobs:impspawn:0, Spawn Imp: Gnekk
lycanitesmobs:impspawn:0, Spawn Imp: Pixen
lycanitesmobs:impspawn:0, Spawn Imp: Clink
lycanitesmobs:impspawn:0, Spawn Imp: Arix
lycanitesmobs:impspawn:0, Spawn Imp: Afrit
lycanitesmobs:raw_yeti_meat, Raw Yeti Meat
lycanitesmobs:bloodsummoningstaff, Blood Summoning Staff
lycanitesmobs:demoncrystal, Demon Crystal
lycanitesmobs:moglava, Moglava
lycanitesmobs:beastspawn:0, Spawn Beast: Jabberwock
lycanitesmobs:beastspawn:0, Spawn Beast: Arisaur
lycanitesmobs:beastspawn:0, Spawn Beast: Wraamon
lycanitesmobs:beastspawn:0, Spawn Beast: Manticore
lycanitesmobs:beastspawn:0, Spawn Beast: Barghest
lycanitesmobs:beastspawn:0, Spawn Beast: Conba
lycanitesmobs:beastspawn:0, Spawn Beast: Warg
lycanitesmobs:beastspawn:0, Spawn Beast: Kobold
lycanitesmobs:beastspawn:0, Spawn Beast: Maka Alpha
lycanitesmobs:beastspawn:0, Spawn Beast: Salamander
lycanitesmobs:beastspawn:0, Spawn Beast: Chupacabra
lycanitesmobs:beastspawn:0, Spawn Beast: Geken
lycanitesmobs:beastspawn:0, Spawn Beast: Maug
lycanitesmobs:beastspawn:0, Spawn Beast: Aspid
lycanitesmobs:beastspawn:0, Spawn Beast: Dawon
lycanitesmobs:beastspawn:0, Spawn Beast: Khalk
lycanitesmobs:beastspawn:0, Spawn Beast: Quillbeast
lycanitesmobs:beastspawn:0, Spawn Beast: Yeti
lycanitesmobs:beastspawn:0, Spawn Beast: Yale
lycanitesmobs:beastspawn:0, Spawn Beast: Maka
lycanitesmobs:beastspawn:0, Spawn Beast: Feradon
lycanitesmobs:beastspawn:0, Spawn Beast: Epion
lycanitesmobs:lapis_fish_and_chips, Lapis Fish and Chips
lycanitesmobs:magmacharge, Magma Charge
lycanitesmobs:soulstone_undead, Undead Soulstone
lycanitesmobs:frostboltcharge, Frostbolt Charge
lycanitesmobs:avianspawn:0, Spawn Avian: Uvaraptor
lycanitesmobs:avianspawn:0, Spawn Avian: Roc
lycanitesmobs:avianspawn:0, Spawn Avian: Raiko
lycanitesmobs:avianspawn:0, Spawn Avian: Ventoraptor
lycanitesmobs:desertstonetile_stairs, Desertstone Tile Stairs
lycanitesmobs:soulstone_imp, Imp Soulstone
lycanitesmobs:shadowcrystal, Shadow Crystal
lycanitesmobs:cooked_yeti_meat, Cooked Yeti Meat
lycanitesmobs:angeltreat, Angel Treat
lycanitesmobs:raw_joust_meat, Raw Joust Meat
lycanitesmobs:aberrantstonebrick_fence, Aberrantstone Brick Fence
lycanitesmobs:quickweb, Quickweb
lycanitesmobs:remobrawing, Remobra Wing
lycanitesmobs:desertstonebrick_fence, Desertstone Brick Fence
lycanitesmobs:spectralboltcharge, Spectral Bolt Charge
lycanitesmobs:doomfire, Doomfire
lycanitesmobs:moss_pie, Moss Pie
lycanitesmobs:uvaraptorskull, Uvaraptor Skull
lycanitesmobs:desertstonepolished, Polished Desertstone
lycanitesmobs:summoningstaff, Summoning Staff
lycanitesmobs:demonstonechiseled, Chiseled Demonstone
lycanitesmobs:venomshotcharge, Venomshot Charge
lycanitesmobs:planttreat, Plant Treat
lycanitesmobs:explorers_risotto, Explorers Risotto
lycanitesmobs:desertstonechiseled, Chiseled Desertstone
lycanitesmobs:aberrantstone, Aberrantstone
lycanitesmobs:hellfire, Hellfire
lycanitesmobs:brutespawn:0, Spawn Brute: Lobber
lycanitesmobs:brutespawn:0, Spawn Brute: Wildkin
lycanitesmobs:brutespawn:0, Spawn Brute: Troll
lycanitesmobs:brutespawn:0, Spawn Brute: Ettin
lycanitesmobs:shadowstone_slab_double, Double Shadowstone Slab
lycanitesmobs:dragontreat, Dragon Treat
lycanitesmobs:aquapulsescepter, Aqua Pulse Scepter
lycanitesmobs:astarothclaw, Astaroth Claw
lycanitesmobs:shadowstonechiseled, Chiseled Shadowstone
lycanitesmobs:scorchfirescepter, Scorchfire Scepter
lycanitesmobs:icefire, Icefire
lycanitesmobs:poison, Poison
lycanitesmobs:shadowfire, Shadowfire
lycanitesmobs:bucketpoison, Poison Bucket
lycanitesmobs:lushstone_stairs, Lushstone Stairs
lycanitesmobs:boulderblastcharge, Boulder Blast Charge
lycanitesmobs:aberrantstonebrick_slab:0, Aberrantstone Brick Slab
lycanitesmobs:icefireballcharge, item.icefireballcharge.name
lycanitesmobs:peaks_kebab, Peaks Kebab
lycanitesmobs:hellfireballcharge, item.hellfireballcharge.name
lycanitesmobs:quillcharge, item.quillcharge.name
lycanitesmobs:lushstonebrick_fence, Lushstone Brick Fence
lycanitesmobs:mobtoken, Mob Token
lycanitesmobs:scorchfireballcharge, item.scorchfireballcharge.name
lycanitesmobs:wraithsigil, Wraith Sigil
lycanitesmobs:throwingscythecharge, item.throwingscythecharge.name
lycanitesmobs:soulcubeaberrant, Aberrant Soulcube
lycanitesmobs:acidsplashcharge, Acid Splash Charge
lycanitesmobs:aberrantstonebrick, Aberrantstone Brick
lycanitesmobs:aberrantstonepolished, Polished Aberrantstone
lycanitesmobs:zephyrblade, Zephyr Blade
lycanitesmobs:acid, tile.acid.name
lycanitesmobs:lushstonebrick_stairs, Lushstone Brick Stairs
lycanitesmobs:frostcloud, Frostcloud
lycanitesmobs:elementaltreat, Elemental Treat
lycanitesmobs:desertstone, Desertstone
lycanitesmobs:ironaxehead, Iron Axe Head
lycanitesmobs:sutiramustinger, Sutiramu Stinger
lycanitesmobs:ironhilt, Iron Guard
lycanitesmobs:lobdarklingscharge, Lob Darklings Charge
lycanitesmobs:aberrantstonebrick_stairs, Aberrantstone Brick Stairs
lycanitesmobs:rabbitooze, tile.rabbitooze.name
lycanitesmobs:shadowstone, Shadowstone
lycanitesmobs:undeadtreat, Undead Treat
lycanitesmobs:faeboltcharge, Faebolt Charge
lycanitesmobs:wendigoantler, Wendigo Antler
lycanitesmobs:clinkscythe, Clink Scythe
lycanitesmobs:sharacid, tile.sharacid.name
lycanitesmobs:lushstonetile, Lushstone Tile
lycanitesmobs:quillscepter, Quill Scepter
lycanitesmobs:lushstonebrick_slab:0, Lushstone Brick Slab
lycanitesmobs:desertstonepillar, Desertstone Pillar
lycanitesmobs:raw_krake_meat, Raw Krake Meat
lycanitesmobs:stablesummoningstaff, Stable Summoning Staff
lycanitesmobs:demonstonebrick_wall, Demonstone Brick Wall
lycanitesmobs:raw_yale_meat, Raw Yale Meat
lycanitesmobs:ironrod, Iron Rod
lycanitesmobs:vespidstinger, Vespid Stinger
lycanitesmobs:embercharge, Ember Charge
lycanitesmobs:demontreat, Demon Treat
lycanitesmobs:pale_soup, Pale Soup
lycanitesmobs:argustail, Argus Tail
lycanitesmobs:equipmentforge_lesser, Lesser Equipment Forge (Lvl 1)
lycanitesmobs:cooked_yale_meat, Cooked Yale Meat
lycanitesmobs:raw_pinky_meat, Raw Pinky Meat
lycanitesmobs:mudshotscepter, Mudshot Scepter
lycanitesmobs:wargskull, Warg Skull
lycanitesmobs:cooked_pinky_meat, Cooked Pinky Meat
lycanitesmobs:vesspoison, tile.vesspoison.name
lycanitesmobs:soulkeyemerald, Emerald Soulkey
lycanitesmobs:soulstone_aquatic, Aquatic Soulstone
lycanitesmobs:poopcharge, Poop
lycanitesmobs:frostfire, Frostfire
lycanitesmobs:imptreat, Imp Treat
lycanitesmobs:soulstone_arthropod, Arthropod Soulstone
lycanitesmobs:cooked_aspid_meat, Cooked Aspid Meat
lycanitesmobs:raw_aspid_meat, Raw Aspid Meat
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Lacedon
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Roa
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Silex
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Abtu
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Strider
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Skylus
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Thresher
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Aglebemu
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Cephignis
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Abaia
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Ika
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Dweller
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Ioray
lycanitesmobs:djinncloud, Djinn Cloud
lycanitesmobs:lifedraincharge, Life Drain Charge
lycanitesmobs:aquapulsecharge, Aqua Pulse Charge
lycanitesmobs:shadowstone_stairs, Shadowstone Stairs
lycanitesmobs:equipmentforge_master, Master Equipment Forge (Lvl 3)
lycanitesmobs:aberrantstonetile, Aberrantstone Tile
lycanitesmobs:lushstonetile_slab:0, Lushstone Tile Slab
lycanitesmobs:aberrantstone_stairs, Aberrantstone Stairs
lycanitesmobs:blizzardscepter, Blizzard Scepter
lycanitesmobs:aberrationtreat, Aberration Treat
lycanitesmobs:arthropodtreat, Arthropod Treat
lycanitesmobs:arcanelaserstormcharge, Arcane Laser Storm Charge
lycanitesmobs:bloodleechscepter, Bloodleech Scepter
lycanitesmobs:ventoraptorskull, Ventoraptor Skull
lycanitesmobs:dragonspawn:0, Spawn Dragon: Quetzodracl
lycanitesmobs:dragonspawn:0, Spawn Dragon: Cockatrice
lycanitesmobs:dragonspawn:0, Spawn Dragon: Morock
lycanitesmobs:dragonspawn:0, Spawn Dragon: Ignibus
lycanitesmobs:dragonspawn:0, Spawn Dragon: Zoataur
lycanitesmobs:dragonspawn:0, Spawn Dragon: Remobra
lycanitesmobs:raw_concapede_meat, Raw Concapede Meat
lycanitesmobs:geistliver, Geist Liver
lycanitesmobs:cooked_krake_meat, Cooked Krake Meat
lycanitesmobs:cooked_joust_meat, Cooked Joust Meat
lycanitesmobs:ironpikejoint, Iron Pike Joint
lycanitesmobs:aetherwavecharge, Aetherwave Charge
lycanitesmobs:soulkey, Soulkey
lycanitesmobs:demonstone, Demonstone
lycanitesmobs:aviantreat, Avian Treat
lycanitesmobs:soulstone_dragon, Dragon Soulstone
lycanitesmobs:aberrantstonechiseled, Chiseled Aberrantstone
lycanitesmobs:waterjetscepter, Water Jet Scepter
lycanitesmobs:demonstonebrick_slab:0, Demonstone Brick Slab
lycanitesmobs:cooked_arisaur_meat, Cooked Arisaur Meat
lycanitesmobs:doomfirescepter, Doomfire Scepter
lycanitesmobs:aberrantstonetile_slab:0, Aberrantstone Tile Slab
lycanitesmobs:lightballcharge, item.lightballcharge.name
lycanitesmobs:desertstonebrick_slab:0, Desertstone Brick Slab
lycanitesmobs:darklingskull, Darkling Skull
lycanitesmobs:frostboltscepter, Frostbolt Scepter
lycanitesmobs:entarm, Ent Arm
lycanitesmobs:elementalspawn:0, Spawn Elemental: Spriggan
lycanitesmobs:elementalspawn:0, Spawn Elemental: Tremor
lycanitesmobs:elementalspawn:0, Spawn Elemental: Vapula
lycanitesmobs:elementalspawn:0, Spawn Elemental: Geonach
lycanitesmobs:elementalspawn:0, Spawn Elemental: Cinder
lycanitesmobs:elementalspawn:0, Spawn Elemental: Reiver
lycanitesmobs:elementalspawn:0, Spawn Elemental: Jengu
lycanitesmobs:elementalspawn:0, Spawn Elemental: Spectre
lycanitesmobs:elementalspawn:0, Spawn Elemental: Banshee
lycanitesmobs:elementalspawn:0, Spawn Elemental: Grue
lycanitesmobs:elementalspawn:0, Spawn Elemental: Aegis
lycanitesmobs:elementalspawn:0, Spawn Elemental: Zephyr
lycanitesmobs:elementalspawn:0, Spawn Elemental: Djinn
lycanitesmobs:elementalspawn:0, Spawn Elemental: Eechetik
lycanitesmobs:elementalspawn:0, Spawn Elemental: Wraith
lycanitesmobs:elementalspawn:0, Spawn Elemental: Sylph
lycanitesmobs:elementalspawn:0, Spawn Elemental: Volcan
lycanitesmobs:elementalspawn:0, Spawn Elemental: Wisp
lycanitesmobs:elementalspawn:0, Spawn Elemental: Argus
lycanitesmobs:elementalspawn:0, Spawn Elemental: Nymph
lycanitesmobs:elementalspawn:0, Spawn Elemental: Xaphan
lycanitesmobs:mudshotcharge, Mudshot Charge
lycanitesmobs:poopscepter, Poop Scepter
lycanitesmobs:raw_ika_meat, Raw Ika Meat
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Herma
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Sutiramu
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Vespid Queen
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Vespid
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Joust Alpha
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Tarantula
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Calpod
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Erepede
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Concapede Segment
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Frostweaver
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Eyewig
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Concapede
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Joust
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Gorgomite
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Darkling
lycanitesmobs:arthropodspawn:0, Spawn Arthropod: Lurker
lycanitesmobs:frostyfur, Frosty Fur
lycanitesmobs:cleansingcrystal, Cleansing Crystal
lycanitesmobs:soulstone_aberration, Aberration Soulstone
lycanitesmobs:goldscepterhead, Gold Scepter Head
lycanitesmobs:lushstonepillar, Lushstone Pillar
